qid,docno,relevance,iteration
155,D124824,1,0
1174,D124832,1,0
7701,D124848,2,0
8045,D124864,2,0
9789,D124866,2,0
2830,D124877,1,0
5184,D124889,2,0
4322,D124895,2,0
5066,D124909,2,0
4221,D124914,1,0
6233,D124918,2,0
9687,D124936,2,0
6430,D124937,1,0
4477,D124942,1,0
9326,D124943,2,0
8136,D124944,2,0
4441,D124978,2,0
4542,D124992,1,0
9483,D124998,1,0
3352,D125009,2,0
926,D125020,1,0
9973,D125021,1,0
3556,D125055,1,0
6964,D125071,1,0
2503,D125094,2,0
9052,D125105,1,0
533,D125106,2,0
5826,D125119,1,0
3030,D125120,2,0
3830,D125122,2,0
5093,D125130,1,0
5524,D125143,1,0
8072,D125147,1,0
1670,D125148,1,0
8292,D125163,1,0
3425,D125164,2,0
922,D125207,1,0
4136,D125211,1,0
8723,D125230,1,0
6703,D125249,1,0
6174,D125255,1,0
7940,D125264,2,0
3360,D125275,1,0
8694,D125277,2,0
7486,D125287,1,0
9220,D125293,1,0
8448,D125295,1,0
1918,D125304,1,0
112,D125320,1,0
7144,D125322,2,0
2100,D125331,1,0
652,D125333,2,0
4145,D125348,1,0
6454,D125351,1,0
4627,D125362,1,0
1653,D125365,1,0
9899,D125382,2,0
6076,D125384,2,0
3608,D125390,2,0
6185,D125395,2,0
4129,D125404,2,0
4896,D125405,2,0
1889,D125407,1,0
2502,D125422,2,0
9881,D125429,2,0
4806,D125432,2,0
3579,D125436,2,0
9215,D125447,1,0
7108,D125462,2,0
6919,D125465,2,0
4356,D125466,2,0
1603,D125468,2,0
9450,D125476,2,0
6559,D125492,1,0
6930,D125494,2,0
9925,D125506,1,0
5942,D125508,2,0
1937,D125516,2,0
8509,D125528,2,0
7560,D125534,1,0
7834,D125543,2,0
6763,D125544,2,0
6785,D125550,2,0
4706,D125563,1,0
1058,D125565,2,0
8664,D125602,2,0
104,D125609,2,0
4227,D125614,1,0
3898,D125626,1,0
8980,D125630,1,0
8329,D125633,2,0
9793,D125635,1,0
7236,D125637,1,0
325,D125639,2,0
7562,D125645,1,0
3450,D125648,2,0
5895,D125649,2,0
9720,D125662,1,0
5159,D125678,1,0
8714,D125680,2,0
6887,D125690,2,0
8213,D125705,2,0
3526,D125713,2,0
9459,D125724,2,0
3204,D125733,1,0
6702,D125740,1,0
9485,D125744,2,0
5192,D125745,2,0
2677,D125747,1,0
4343,D125753,1,0
309,D125757,1,0
4203,D125759,2,0
196,D125771,2,0
9399,D125779,1,0
9194,D125785,1,0
3875,D125797,2,0
4474,D125799,1,0
4527,D125802,1,0
4727,D125804,1,0
3758,D125806,2,0
3385,D125823,2,0
6731,D125828,1,0
7695,D125832,1,0
6884,D125835,1,0
7646,D125836,1,0
753,D125848,1,0
9411,D125853,2,0
2303,D125854,1,0
801,D125862,1,0
1720,D125865,2,0
385,D125867,2,0
8341,D125869,2,0
8188,D125898,1,0
3141,D125906,2,0
9322,D125916,1,0
9040,D125918,2,0
5445,D125930,1,0
4896,D125940,1,0
5411,D125942,1,0
2892,D125943,1,0
8702,D125983,2,0
2837,D125984,2,0
3242,D125997,2,0
4188,D125999,1,0
974,D126011,1,0
1612,D126017,1,0
7004,D126018,2,0
4911,D126028,2,0
9784,D126030,2,0
6451,D126045,2,0
6737,D126058,2,0
8374,D126063,2,0
5860,D126072,2,0
4290,D126091,2,0
1739,D126119,2,0
5798,D126138,2,0
6058,D126142,2,0
6857,D126168,1,0
6170,D126173,2,0
4803,D126176,2,0
923,D126184,2,0
3480,D126188,2,0
4644,D126191,1,0
7340,D126214,1,0
3651,D126218,2,0
2214,D126236,2,0
2995,D126240,2,0
8493,D126268,2,0
8691,D126271,2,0
3845,D126272,1,0
5215,D126278,2,0
3380,D126292,1,0
105,D126304,1,0
7291,D126309,2,0
6301,D126312,1,0
4707,D126325,2,0
1538,D126326,1,0
2632,D126327,1,0
6173,D126333,1,0
3535,D126335,2,0
6455,D126350,1,0
7287,D126352,1,0
3067,D126354,2,0
314,D126355,1,0
5316,D126358,1,0
6700,D126377,1,0
326,D126395,2,0
4080,D126420,2,0
7477,D126442,1,0
8808,D126447,1,0
1663,D126449,1,0
484,D126450,2,0
8741,D126462,2,0
5356,D126483,2,0
2301,D126489,2,0
5805,D126505,2,0
5918,D126520,2,0
2469,D126528,2,0
1856,D126539,2,0
7995,D126540,1,0
5536,D126551,2,0
1727,D126555,2,0
5074,D126559,1,0
3349,D126585,1,0
1588,D126588,2,0
9065,D126593,2,0
3984,D126599,2,0
6358,D126605,2,0
5927,D126610,2,0
7964,D126612,2,0
5292,D126624,1,0
5974,D126625,2,0
2605,D126630,2,0
5491,D126634,2,0
2226,D126643,2,0
647,D126655,2,0
1126,D126657,1,0
6407,D126662,1,0
9006,D126663,2,0
2832,D126666,1,0
7535,D126679,2,0
8928,D126681,1,0
9421,D126692,1,0
6855,D126694,2,0
749,D126696,2,0
838,D126727,1,0
971,D126732,2,0
7779,D126741,2,0
6644,D126744,2,0
485,D126755,2,0
5309,D126760,1,0
3820,D126763,1,0
3211,D126774,2,0
556,D126777,1,0
2294,D126789,1,0
6484,D126796,2,0
8833,D126799,2,0
9743,D126802,1,0
8712,D126805,1,0
5405,D126819,1,0
8416,D126822,2,0
6034,D126835,1,0
5577,D126837,1,0
8516,D126839,1,0
9966,D126844,1,0
7182,D126847,1,0
3675,D126854,1,0
535,D126860,2,0
2134,D126861,2,0
9781,D126874,2,0
76,D126876,1,0
1862,D126911,2,0
4506,D126919,2,0
3228,D126953,1,0
3453,D126954,1,0
9302,D126956,2,0
4442,D126958,1,0
2788,D126968,1,0
2510,D126970,1,0
7735,D126972,1,0
7652,D126976,1,0
5244,D126978,2,0
1807,D126980,2,0
4695,D126981,1,0
7369,D126986,1,0
9631,D126993,1,0
2820,D126994,1,0
546,D127001,1,0
2425,D127004,2,0
4927,D127016,2,0
4528,D127031,2,0
6862,D127035,2,0
452,D127039,2,0
3706,D127043,2,0
5342,D127056,1,0
9887,D127058,2,0
495,D127085,2,0
9101,D127092,2,0
7546,D127102,2,0
1191,D127119,2,0
9253,D127126,2,0
8553,D127143,2,0
17,D127144,2,0
2843,D127149,2,0
6125,D127154,2,0
2338,D127158,1,0
1026,D127190,1,0
5232,D127194,2,0
8331,D127206,1,0
3346,D127220,2,0
3384,D127226,1,0
783,D127227,2,0
6364,D127229,1,0
392,D127236,1,0
1739,D127243,1,0
906,D127248,2,0
3494,D127265,1,0
2266,D127272,1,0
4756,D127283,1,0
7308,D127293,1,0
7132,D127296,2,0
7420,D127314,2,0
9837,D127323,2,0
8105,D127329,2,0
7073,D127334,2,0
8893,D127348,2,0
572,D127349,2,0
6840,D127350,1,0
9306,D127354,2,0
3561,D127355,2,0
8242,D127359,2,0
2101,D127364,2,0
1374,D127375,2,0
3995,D127377,2,0
1849,D127386,1,0
1582,D127390,2,0
6859,D127395,2,0
6481,D127427,1,0
2135,D127429,2,0
5746,D127446,2,0
5635,D127467,2,0
6493,D127472,2,0
5460,D127473,2,0
2403,D127487,1,0
3054,D127499,2,0
3776,D127503,2,0
74,D127507,1,0
7694,D127508,2,0
5741,D127512,2,0
1050,D127521,2,0
8344,D127524,1,0
5769,D127533,2,0
1096,D127535,2,0
2181,D127540,1,0
5443,D127541,2,0
6346,D127548,2,0
778,D127554,2,0
896,D127556,1,0
2155,D127562,2,0
9656,D127566,2,0
1783,D127570,2,0
363,D127573,2,0
3697,D127587,1,0
2633,D127589,1,0
7857,D127591,1,0
9624,D127600,2,0
8326,D127604,2,0
7432,D127619,2,0
7815,D127627,1,0
918,D127633,2,0
7301,D127635,1,0
2371,D127640,2,0
4239,D127648,2,0
6166,D127661,2,0
197,D127686,1,0
5578,D127700,2,0
5579,D127708,2,0
7002,D127714,2,0
2708,D127719,2,0
1582,D127725,1,0
7273,D127727,2,0
5403,D127739,1,0
1631,D127754,2,0
9989,D127757,1,0
2757,D127759,2,0
4824,D127775,1,0
6682,D127781,1,0
5070,D127791,1,0
7876,D127800,1,0
9935,D127802,1,0
5590,D127804,1,0
1651,D127809,2,0
1482,D127815,2,0
352,D127818,2,0
6146,D127823,2,0
6342,D127844,1,0
190,D127851,2,0
9617,D127856,2,0
4854,D127859,2,0
1691,D127868,1,0
4289,D127880,1,0
4471,D127885,2,0
9344,D127889,2,0
9989,D127893,2,0
8609,D127903,2,0
1388,D127911,1,0
8061,D127914,1,0
11,D127919,2,0
6855,D127930,1,0
9303,D127942,2,0
280,D127949,1,0
8140,D127963,2,0
9604,D127967,2,0
3958,D127975,1,0
9508,D127985,2,0
1028,D127996,1,0
881,D127999,2,0
4499,D128015,1,0
1693,D128022,1,0
364,D128023,2,0
4450,D128039,2,0
4774,D128044,1,0
4959,D128045,1,0
1910,D128057,1,0
4060,D128068,2,0
1589,D128073,1,0
7289,D128075,2,0
4803,D128078,1,0
1488,D128082,2,0
3812,D128097,1,0
4347,D128102,2,0
6832,D128107,1,0
2186,D128116,2,0
6502,D128120,1,0
4424,D128126,2,0
8826,D128135,2,0
6510,D128148,2,0
8716,D128151,2,0
579,D128153,2,0
3844,D128154,2,0
1290,D128155,2,0
788,D128173,1,0
6403,D128179,2,0
1619,D128186,2,0
8137,D128205,1,0
1279,D128221,1,0
5782,D128229,1,0
3106,D128231,1,0
1452,D128242,2,0
6235,D128245,1,0
6618,D128256,2,0
3077,D128259,1,0
3885,D128264,1,0
9658,D128273,2,0
7113,D128286,1,0
1415,D128290,1,0
2865,D128297,1,0
7363,D128302,1,0
2979,D128306,1,0
2132,D128321,2,0
5067,D128329,1,0
5560,D128340,1,0
5508,D128342,2,0
100,D128356,2,0
1895,D128363,1,0
8902,D128364,1,0
9161,D128370,1,0
1173,D128375,2,0
2433,D128386,2,0
1435,D128403,2,0
769,D128406,2,0
5232,D128417,1,0
7688,D128432,1,0
4880,D128434,1,0
7447,D128437,2,0
2194,D128442,2,0
4337,D128446,2,0
2038,D128448,2,0
9827,D128458,1,0
7120,D128466,1,0
286,D128467,2,0
7231,D128468,1,0
9864,D128470,2,0
2521,D128488,2,0
7948,D128490,1,0
3957,D128491,2,0
3802,D128493,1,0
8597,D128514,2,0
4980,D128519,1,0
4121,D128521,2,0
4074,D128525,2,0
6281,D128527,2,0
5574,D128530,2,0
7130,D128538,2,0
193,D128546,2,0
3148,D128562,1,0
8291,D128564,1,0
6790,D128565,2,0
7649,D128566,1,0
7013,D128578,1,0
4624,D128585,1,0
731,D128586,2,0
9875,D128596,2,0
7117,D128605,2,0
2298,D128606,1,0
3183,D128608,1,0
261,D128624,2,0
8324,D128631,2,0
3510,D128635,2,0
2387,D128640,1,0
2526,D128645,2,0
8135,D128660,1,0
255,D128677,1,0
796,D128681,2,0
8168,D128689,1,0
9010,D128694,1,0
8034,D128695,1,0
4184,D128715,1,0
1943,D128721,2,0
1433,D128725,1,0
3440,D128729,1,0
9139,D128731,2,0
3993,D128733,1,0
3898,D128739,2,0
4257,D128742,1,0
7691,D128755,2,0
2871,D128767,2,0
3154,D128775,2,0
6119,D128797,2,0
2116,D128814,2,0
4740,D128827,1,0
2916,D128841,2,0
3545,D128848,2,0
5677,D128849,1,0
818,D128861,1,0
4360,D128863,2,0
2678,D128872,2,0
5375,D128880,2,0
7839,D128895,2,0
5531,D128896,1,0
4398,D128897,2,0
8800,D128911,2,0
1881,D128914,1,0
4229,D128926,1,0
2968,D128929,1,0
6714,D128944,2,0
1352,D128951,1,0
6541,D128964,2,0
8054,D128968,1,0
4260,D128974,2,0
21,D128975,1,0
2097,D128977,2,0
8505,D128985,1,0
421,D129001,2,0
8114,D129004,1,0
8286,D129006,2,0
2124,D129013,1,0
5434,D129017,2,0
9584,D129040,1,0
655,D129064,1,0
5397,D129065,2,0
5325,D129067,1,0
2591,D129078,2,0
9104,D129087,2,0
5898,D129093,2,0
4147,D129105,2,0
1629,D129147,2,0
532,D129153,1,0
8213,D129155,1,0
1353,D129175,2,0
7991,D129181,1,0
1580,D129187,1,0
7194,D129189,2,0
442,D129191,1,0
8198,D129199,1,0
4885,D129201,2,0
2787,D129208,2,0
6131,D129211,2,0
758,D129213,2,0
323,D129222,1,0
9351,D129229,1,0
2459,D129243,2,0
8749,D129249,2,0
5967,D129257,1,0
32,D129264,2,0
5211,D129268,2,0
5848,D129269,1,0
1001,D129271,1,0
1762,D129278,2,0
491,D129279,1,0
1500,D129280,2,0
1053,D129296,1,0
1133,D129314,1,0
1130,D129323,2,0
3374,D129342,1,0
2357,D129356,2,0
5023,D129362,1,0
3079,D129364,1,0
4699,D129370,1,0
6295,D129382,1,0
7514,D129385,2,0
4391,D129395,1,0
7492,D129396,2,0
1667,D129400,1,0
8395,D129418,1,0
5432,D129421,2,0
973,D129427,2,0
5255,D129432,1,0
7119,D129435,1,0
5542,D129463,1,0
1301,D129487,2,0
8230,D129494,2,0
8006,D129499,2,0
591,D129513,2,0
3466,D129514,2,0
8645,D129522,1,0
9963,D129554,2,0
2280,D129562,1,0
9097,D129574,1,0
8593,D129579,2,0
9863,D129587,2,0
1490,D129591,1,0
7397,D129595,2,0
5322,D129596,1,0
7540,D129610,2,0
3493,D129630,2,0
949,D129633,2,0
598,D129644,1,0
4376,D129664,2,0
1927,D129668,1,0
7782,D129678,2,0
5339,D129689,2,0
8812,D129690,2,0
859,D129695,2,0
4534,D129707,2,0
6073,D129710,1,0
4269,D129713,2,0
7510,D129716,1,0
6089,D129728,2,0
1340,D129739,2,0
5845,D129741,2,0
2844,D129743,2,0
567,D129744,1,0
365,D129752,2,0
74,D129759,2,0
8310,D129772,1,0
7138,D129780,1,0
7798,D129791,2,0
6133,D129795,1,0
6259,D129798,2,0
7977,D129835,2,0
4261,D129842,2,0
698,D129847,2,0
6451,D129858,1,0
4312,D129878,2,0
1412,D129880,2,0
5156,D129884,2,0
2533,D129895,2,0
9365,D129901,2,0
3312,D129903,2,0
7936,D129906,2,0
244,D129908,1,0
2485,D129926,1,0
3878,D129928,2,0
1030,D129935,2,0
315,D129944,1,0
7498,D129961,2,0
5303,D129962,1,0
5653,D129970,1,0
9831,D129977,2,0
1914,D129987,1,0
7816,D129988,2,0
3239,D129993,1,0
7626,D130001,1,0
3620,D130008,2,0
2306,D130014,1,0
7572,D130027,2,0
1157,D130036,2,0
2708,D130051,1,0
3329,D130060,2,0
789,D130063,2,0
7541,D130071,2,0
3959,D130083,2,0
6831,D130088,2,0
8860,D130117,2,0
1348,D130127,2,0
5989,D130133,2,0
6282,D130141,1,0
1630,D130142,1,0
6528,D130154,2,0
9554,D130165,2,0
2439,D130169,1,0
2044,D130172,1,0
8021,D130181,2,0
3131,D130183,1,0
8858,D130193,1,0
8014,D130200,2,0
3580,D130203,2,0
8474,D130206,2,0
4807,D130208,2,0
7204,D130220,1,0
2472,D130226,2,0
5978,D130236,2,0
6989,D130241,1,0
5108,D130250,1,0
6918,D130259,1,0
3193,D130261,1,0
5791,D130267,1,0
8895,D130275,1,0
4809,D130280,1,0
5343,D130289,1,0
5208,D130297,1,0
411,D130300,2,0
7572,D130329,1,0
6140,D130334,2,0
2027,D130338,2,0
104,D130341,1,0
103,D130342,1,0
4338,D130343,1,0
1339,D130349,2,0
3091,D130350,2,0
8645,D130352,2,0
9767,D130355,1,0
9385,D130357,1,0
401,D130369,1,0
6084,D130382,2,0
1264,D130386,2,0
578,D130389,2,0
9528,D130390,2,0
7198,D130400,2,0
8464,D130404,1,0
8689,D130420,2,0
4987,D130443,2,0
1456,D130451,1,0
1930,D130465,2,0
4125,D130466,2,0
6805,D130469,1,0
6988,D130476,1,0
1956,D130478,2,0
22,D130481,1,0
914,D130483,2,0
5284,D130492,2,0
3603,D130525,2,0
5566,D130530,1,0
7371,D130534,2,0
5039,D130541,1,0
2966,D130553,2,0
718,D130567,1,0
1022,D130568,1,0
3068,D130578,1,0
7439,D130593,1,0
5975,D130606,2,0
1730,D130628,2,0
4420,D130630,1,0
6487,D130635,2,0
7756,D130636,1,0
8189,D130648,2,0
7661,D130651,2,0
9004,D130652,1,0
6929,D130653,2,0
549,D130666,2,0
6679,D130673,2,0
3841,D130677,2,0
5733,D130695,2,0
3040,D130709,2,0
6669,D130713,1,0
3600,D130719,1,0
330,D130736,2,0
5483,D130747,1,0
2253,D130763,2,0
9861,D130765,1,0
5376,D130790,1,0
9642,D130814,1,0
4784,D130816,2,0
1971,D130817,2,0
7876,D130821,2,0
9670,D130841,1,0
4074,D130845,1,0
497,D130867,2,0
3290,D130886,1,0
3100,D130894,1,0
897,D130909,2,0
4502,D130914,1,0
3296,D130915,2,0
6029,D130934,2,0
4080,D130940,1,0
1511,D130954,2,0
3848,D130962,2,0
8997,D130966,2,0
866,D130974,1,0
3882,D130983,2,0
7049,D130992,2,0
3084,D130993,2,0
7258,D130997,2,0
7973,D131002,2,0
4155,D131003,2,0
4144,D131004,1,0
756,D131007,1,0
2346,D131011,2,0
9102,D131020,2,0
5901,D131031,1,0
1103,D131040,2,0
2280,D131041,2,0
5252,D131045,1,0
9178,D131065,2,0
4414,D131070,2,0
295,D131074,2,0
8959,D131078,1,0
4202,D131082,2,0
1441,D131097,1,0
7856,D131098,2,0
3155,D131107,2,0
4763,D131110,2,0
3944,D131120,1,0
6044,D131130,2,0
6309,D131133,1,0
3795,D131139,1,0
2334,D131141,2,0
7942,D131148,1,0
694,D131154,2,0
880,D131160,2,0
1265,D131161,2,0
4764,D131169,2,0
5405,D131170,2,0
518,D131172,2,0
2386,D131173,1,0
390,D131175,2,0
3812,D131178,2,0
2550,D131185,2,0
8527,D131216,2,0
6195,D131221,2,0
8215,D131229,1,0
2377,D131246,1,0
9713,D131248,2,0
6319,D131256,2,0
9829,D131266,1,0
5925,D131270,2,0
1286,D131273,1,0
755,D131274,1,0
4461,D131277,2,0
3105,D131284,1,0
4036,D131285,2,0
7871,D131295,1,0
3615,D131296,1,0
1648,D131302,2,0
8503,D131304,1,0
9849,D131310,1,0
6540,D131313,2,0
2274,D131317,1,0
9072,D131329,2,0
6814,D131335,2,0
3230,D131336,2,0
7870,D131343,2,0
2615,D131348,2,0
8172,D131349,2,0
8335,D131359,2,0
9213,D131360,2,0
7662,D131364,1,0
9291,D131377,2,0
6128,D131380,1,0
6657,D131388,1,0
9157,D131389,1,0
1291,D131400,1,0
7382,D131401,2,0
4802,D131418,1,0
5159,D131420,2,0
1919,D131424,2,0
9135,D131429,2,0
5626,D131437,1,0
6079,D131443,2,0
3265,D131448,2,0
2209,D131449,2,0
3650,D131453,2,0
9205,D131470,2,0
942,D131494,2,0
1720,D131497,1,0
5664,D131501,2,0
3933,D131502,1,0
2168,D131518,2,0
320,D131522,2,0
9823,D131524,2,0
7038,D131525,1,0
8702,D131526,1,0
9165,D131536,2,0
1228,D131548,2,0
5527,D131549,1,0
7385,D131553,2,0
3284,D131564,1,0
2735,D131627,2,0
5236,D131632,2,0
3116,D131637,2,0
5417,D131639,2,0
3896,D131647,1,0
5941,D131655,2,0
2977,D131656,2,0
3771,D131683,2,0
1049,D131684,1,0
2505,D131698,1,0
4446,D131720,2,0
9681,D131726,2,0
9142,D131731,1,0
9291,D131737,1,0
5984,D131738,1,0
4628,D131767,1,0
2527,D131773,2,0
1285,D131781,1,0
9813,D131782,2,0
363,D131789,1,0
9606,D131798,2,0
3389,D131833,1,0
5837,D131839,1,0
871,D131866,2,0
8975,D131890,1,0
2074,D131901,2,0
8186,D131940,2,0
9153,D131941,2,0
5113,D131946,2,0
4531,D131960,2,0
165,D131969,2,0
3335,D131971,2,0
3819,D131975,2,0
9936,D131978,1,0
4739,D131995,2,0
38,D131998,1,0
7954,D132003,1,0
5881,D132004,1,0
8231,D132005,2,0
2598,D132009,2,0
2589,D132012,2,0
7328,D132016,2,0
2468,D132040,1,0
5660,D132041,2,0
7757,D132047,1,0
5891,D132053,2,0
2367,D132057,2,0
1139,D132092,1,0
1644,D132098,2,0
3413,D132099,1,0
5186,D132108,2,0
7052,D132115,1,0
215,D132124,2,0
9993,D132128,1,0
6476,D132141,1,0
3649,D132147,1,0
500,D132159,2,0
2956,D132164,1,0
1008,D132167,2,0
1411,D132176,2,0
558,D132178,2,0
595,D132180,1,0
5217,D132186,2,0
4484,D132208,2,0
8426,D132230,1,0
251,D132238,2,0
1952,D132243,1,0
2211,D132248,2,0
3680,D132259,1,0
7095,D132277,2,0
4515,D132280,1,0
4149,D132291,1,0
7281,D132307,2,0
4597,D132315,2,0
5143,D132328,1,0
2706,D132343,2,0
5455,D132345,2,0
3078,D132348,2,0
4855,D132353,2,0
395,D132360,2,0
5626,D132374,2,0
3054,D132376,1,0
2460,D132381,1,0
5344,D132388,1,0
9451,D132397,2,0
909,D132401,1,0
9953,D132407,1,0
8101,D132415,1,0
3354,D132425,1,0
4295,D132464,2,0
7613,D132473,2,0
2806,D132494,2,0
5758,D132506,2,0
2611,D132508,2,0
2442,D132517,2,0
9840,D132541,2,0
8564,D132556,2,0
7345,D132557,2,0
4615,D132559,1,0
8778,D132575,2,0
5915,D132589,1,0
7347,D132595,1,0
607,D132601,2,0
7179,D132617,2,0
2663,D132628,2,0
9775,D132630,2,0
2090,D132650,2,0
9860,D132659,1,0
4502,D132666,2,0
549,D132689,1,0
2085,D132710,2,0
1116,D132711,1,0
2244,D132721,1,0
9865,D132728,2,0
6043,D132736,2,0
8657,D132737,2,0
8853,D132740,2,0
2187,D132754,1,0
2291,D132755,1,0
8417,D132757,1,0
356,D132758,1,0
312,D132760,2,0
1805,D132762,2,0
1548,D132769,1,0
6165,D132771,2,0
8094,D132782,2,0
7423,D132798,2,0
9525,D132812,2,0
484,D132817,1,0
3908,D132828,2,0
4760,D132833,2,0
138,D132835,2,0
4432,D132846,2,0
2495,D132872,1,0
7396,D132880,1,0
1654,D132888,2,0
7630,D132903,1,0
4426,D132919,2,0
4151,D132921,1,0
7058,D132937,1,0
9388,D132945,1,0
3711,D132946,2,0
2009,D132952,1,0
1777,D132954,1,0
373,D132976,2,0
7022,D132993,2,0
9196,D133003,2,0
8601,D133004,1,0
7,D133007,1,0
6938,D133012,2,0
1067,D133016,1,0
1334,D133025,1,0
9533,D133026,2,0
6169,D133027,1,0
5467,D133028,1,0
6445,D133030,2,0
625,D133032,1,0
892,D133039,2,0
6636,D133055,2,0
8716,D133072,1,0
5565,D133075,1,0
7861,D133084,2,0
5733,D133085,1,0
6891,D133096,1,0
3551,D133115,2,0
7229,D133116,1,0
2736,D133120,1,0
2076,D133132,2,0
5800,D133133,2,0
9404,D133143,1,0
7337,D133167,2,0
9105,D133174,2,0
6024,D133208,1,0
5169,D133213,1,0
9483,D133234,2,0
7382,D133255,1,0
3667,D133257,2,0
7647,D133271,2,0
2,D133288,1,0
2504,D133296,1,0
311,D133303,1,0
4780,D133312,1,0
9467,D133323,2,0
3419,D133325,2,0
2675,D133327,2,0
319,D133350,2,0
2320,D133362,1,0
5737,D133367,1,0
3007,D133374,1,0
1120,D133389,2,0
2981,D133397,1,0
2674,D133400,1,0
287,D133407,2,0
6465,D133409,2,0
2220,D133419,2,0
3881,D133423,1,0
1702,D133438,2,0
3655,D133447,2,0
1472,D133451,2,0
8375,D133457,2,0
3993,D133458,2,0
8011,D133474,1,0
2897,D133482,2,0
2110,D133486,2,0
728,D133494,2,0
5376,D133495,2,0
1848,D133504,1,0
0,D133515,1,0
5038,D133516,2,0
3420,D133517,2,0
8008,D133518,1,0
8718,D133521,2,0
6417,D133528,1,0
2092,D133540,1,0
8239,D133544,2,0
5781,D133545,1,0
9673,D133546,1,0
787,D133548,2,0
3199,D133551,2,0
7353,D133560,2,0
8386,D133573,2,0
170,D133595,2,0
6237,D133603,2,0
5929,D133609,1,0
5006,D133612,2,0
2198,D133615,1,0
7223,D133622,2,0
8916,D133629,2,0
6772,D133630,1,0
5857,D133639,1,0
2679,D133656,1,0
9689,D133659,1,0
1724,D133680,1,0
9311,D133690,2,0
5444,D133709,1,0
3263,D133712,1,0
1206,D133719,2,0
3855,D133720,2,0
8605,D133725,2,0
268,D133742,2,0
1637,D133751,2,0
1325,D133766,2,0
9901,D133784,1,0
4734,D133786,2,0
15,D133787,2,0
2516,D133790,1,0
756,D133792,2,0
5358,D133797,1,0
6899,D133818,1,0
8780,D133832,1,0
9079,D133843,1,0
3851,D133846,2,0
5839,D133854,2,0
6127,D133857,2,0
4043,D133874,2,0
3943,D133887,2,0
6361,D133888,1,0
415,D133895,2,0
9249,D133898,1,0
3418,D133903,2,0
5123,D133912,2,0
597,D133915,1,0
919,D133920,2,0
4430,D133924,2,0
956,D133926,2,0
9140,D133927,2,0
2915,D133935,1,0
3893,D133939,1,0
2937,D133953,2,0
7812,D133958,2,0
4267,D133966,2,0
553,D133967,2,0
7702,D133968,1,0
3906,D133971,2,0
7886,D133983,2,0
9211,D133993,1,0
9549,D134000,2,0
3833,D134010,1,0
4081,D134024,2,0
2742,D134028,1,0
9375,D134051,2,0
3097,D134052,2,0
8703,D134063,2,0
8049,D134079,2,0
8240,D134107,2,0
3570,D134146,2,0
4171,D134154,1,0
1604,D134159,2,0
5648,D134168,1,0
7274,D134171,2,0
8158,D134173,1,0
2400,D134190,2,0
267,D134206,1,0
9794,D134209,1,0
7573,D134210,2,0
2088,D134211,1,0
7650,D134217,2,0
3763,D134225,2,0
555,D134234,1,0
9554,D134237,1,0
7913,D134244,1,0
6494,D134245,2,0
2012,D134247,2,0
7517,D134251,1,0
3546,D134255,1,0
4746,D134267,1,0
7747,D134288,1,0
747,D134310,2,0
8558,D134319,1,0
7406,D134320,2,0
8274,D134324,2,0
5779,D134330,1,0
5749,D134336,2,0
111,D134347,2,0
6922,D134351,1,0
6608,D134356,1,0
5781,D134364,2,0
1871,D134376,1,0
89,D134381,2,0
7800,D134383,1,0
3044,D134393,2,0
714,D134394,1,0
6716,D134401,2,0
6765,D134411,1,0
5234,D134424,1,0
1437,D134425,1,0
2575,D134446,1,0
83,D134450,1,0
6735,D134463,2,0
3023,D134466,2,0
5118,D134470,1,0
8004,D134481,2,0
2287,D134482,1,0
5875,D134485,2,0
2805,D134492,1,0
7190,D134498,2,0
8851,D134505,1,0
4529,D134508,1,0
6896,D134509,2,0
9754,D134510,1,0
3843,D134515,2,0
7014,D134534,1,0
193,D134536,1,0
3671,D134541,1,0
1759,D134549,1,0
9934,D134551,2,0
793,D134560,2,0
5150,D134565,2,0
9791,D134566,2,0
1537,D134570,1,0
8066,D134573,1,0
5431,D134584,1,0
4975,D134585,2,0
5185,D134610,1,0
4569,D134616,2,0
6498,D134617,2,0
6641,D134639,1,0
7990,D134646,2,0
6984,D134664,2,0
716,D134672,2,0
3073,D134695,1,0
4419,D134696,2,0
1986,D134703,2,0
5866,D134714,2,0
6722,D134733,2,0
9800,D134736,1,0
7088,D134737,2,0
2974,D134743,1,0
8148,D134747,1,0
4479,D134753,2,0
324,D134758,2,0
3211,D134759,1,0
4486,D134764,2,0
2291,D134771,2,0
5953,D134775,2,0
7417,D134780,1,0
6143,D134783,1,0
5821,D134785,1,0
3515,D134786,2,0
9705,D134793,2,0
8366,D134801,2,0
1203,D134832,1,0
1287,D134834,2,0
6299,D134844,2,0
5987,D134848,2,0
2163,D134854,1,0
5581,D134857,1,0
4544,D134862,2,0
9685,D134864,1,0
2999,D134870,1,0
2037,D134875,1,0
9063,D134879,1,0
9871,D134881,2,0
7360,D134889,2,0
704,D134908,2,0
5127,D134917,2,0
7977,D134943,1,0
5025,D134949,1,0
7672,D134951,2,0
2581,D134970,1,0
9729,D135001,1,0
2127,D135003,2,0
1857,D135008,2,0
8663,D135014,1,0
1668,D135025,2,0
9084,D135030,1,0
6900,D135038,1,0
8857,D135045,2,0
1640,D135065,2,0
6657,D135067,2,0
5536,D135074,1,0
9591,D135078,1,0
6946,D135092,1,0
2089,D135093,1,0
9225,D135118,2,0
7391,D135123,1,0
4209,D135124,2,0
